Date,Description,Amount,Type,Category
2025-07-29,Cafe Coffee Day,290.15,DEBIT,Take-out
2025-07-29,Mahanagar Gas bill,492.32,DEBIT,Utilities
2025-07-30,Spotify Premium,540.37,DEBIT,Entertainment
2025-07-30,DMart Andheri West,884.94,DEBIT,Groceries
2025-07-30,Myntra order,715.53,DEBIT,Shopping
2025-07-30,Starbucks Powai,102.81,DEBIT,Take-out
2025-07-30,CityFlo monthly pass,303.37,DEBIT,Transport
2025-07-30,CityFlo monthly pass,183.79,DEBIT,Transport
2025-07-30,Mahanagar Gas bill,377.42,DEBIT,Utilities
2025-07-30,MSEB electricity bill,533.65,DEBIT,Utilities
2025-07-31,Spotify Premium,464.35,DEBIT,Entertainment
2025-07-31,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2025-07-31,Amazon.in order,1043.96,DEBIT,Shopping
2025-07-31,Starbucks Powai,137.87,DEBIT,Take-out
2025-07-31,Cafe Coffee Day,276.99,DEBIT,Take-out
2025-07-31,Starbucks Powai,303.13,DEBIT,Take-out
2025-07-31,Behrouz Biryani,365.80,DEBIT,Take-out
2025-07-31,Mumbai Metro recharge,205.98,DEBIT,Transport
2025-08-01,Netflix subscription,324.61,DEBIT,Entertainment
2025-08-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2025-08-01,Decathlon Powai,692.62,DEBIT,Shopping
2025-08-01,Flipkart order,1080.74,DEBIT,Shopping
2025-08-01,Dominos Pizza,392.72,DEBIT,Take-out
2025-08-01,Zomato order,137.21,DEBIT,Take-out
2025-08-01,CityFlo monthly pass,270.05,DEBIT,Transport
2025-08-01,HP Petrol Pump,202.11,DEBIT,Transport
2025-08-02,Reliance Fresh,574.19,DEBIT,Groceries
2025-08-02,Myntra order,2240.04,DEBIT,Shopping
2025-08-02,Zomato order,389.36,DEBIT,Take-out
2025-08-02,Indian Oil fuel,440.69,DEBIT,Transport
2025-08-02,CityFlo monthly pass,230.21,DEBIT,Transport
2025-08-03,DMart Andheri West,467.78,DEBIT,Groceries
2025-08-03,Flipkart order,1495.01,DEBIT,Shopping
2025-08-03,Cafe Coffee Day,283.36,DEBIT,Take-out
2025-08-03,CityFlo monthly pass,185.24,DEBIT,Transport
2025-08-03,MSEB electricity bill,876.13,DEBIT,Utilities
2025-08-03,MSEB electricity bill,471.70,DEBIT,Utilities
2025-08-04,Steam games purchase,139.43,DEBIT,Entertainment
2025-08-04,BigBasket order,607.13,DEBIT,Groceries
2025-08-04,More Supermarket,391.18,DEBIT,Groceries
2025-08-04,BigBasket order,389.71,DEBIT,Groceries
2025-08-04,DMart Andheri West,456.14,DEBIT,Groceries
2025-08-04,Myntra order,972.82,DEBIT,Shopping
2025-08-04,Cafe Coffee Day,336.89,DEBIT,Take-out
2025-08-04,Cafe Coffee Day,258.75,DEBIT,Take-out
2025-08-05,Fresh Fruits & Veg Co.,321.01,DEBIT,Groceries
2025-08-05,DMart Andheri West,633.36,DEBIT,Groceries
2025-08-05,More Supermarket,592.40,DEBIT,Groceries
2025-08-05,Nature's Basket,382.60,DEBIT,Groceries
2025-08-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2025-08-05,Behrouz Biryani,196.06,DEBIT,Take-out
2025-08-05,Starbucks Powai,173.89,DEBIT,Take-out
2025-08-05,Indian Oil fuel,343.69,DEBIT,Transport
2025-08-05,Mahanagar Gas bill,649.98,DEBIT,Utilities
2025-08-05,Mahanagar Gas bill,391.69,DEBIT,Utilities
2025-08-06,More Supermarket,939.27,DEBIT,Groceries
2025-08-06,Nature's Basket,222.37,DEBIT,Groceries
2025-08-06,DMart Andheri West,464.13,DEBIT,Groceries
2025-08-06,Reliance Fresh,633.21,DEBIT,Groceries
2025-08-06,Flipkart order,557.50,DEBIT,Shopping
2025-08-06,Swiggy order,187.27,DEBIT,Take-out
2025-08-06,Uber ride,338.08,DEBIT,Transport
2025-08-06,Airtel Fibre broadband,336.42,DEBIT,Utilities
2025-08-07,Spotify Premium,534.14,DEBIT,Entertainment
2025-08-07,DMart Andheri West,490.65,DEBIT,Groceries
2025-08-07,BigBasket order,578.17,DEBIT,Groceries
2025-08-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2025-08-07,Dominos Pizza,440.37,DEBIT,Take-out
2025-08-07,Behrouz Biryani,293.43,DEBIT,Take-out
2025-08-07,Indian Oil fuel,266.21,DEBIT,Transport
2025-08-08,BookMyShow tickets,600.13,DEBIT,Entertainment
2025-08-08,Croma Electronics,1369.45,DEBIT,Shopping
2025-08-08,Zomato order,202.68,DEBIT,Take-out
2025-08-08,MSEB electricity bill,789.28,DEBIT,Utilities
2025-08-08,Jio postpaid bill,566.64,DEBIT,Utilities
2025-08-09,Netflix subscription,144.48,DEBIT,Entertainment
2025-08-09,Spotify Premium,736.83,DEBIT,Entertainment
2025-08-09,Fresh Fruits & Veg Co.,346.22,DEBIT,Groceries
2025-08-09,Fresh Fruits & Veg Co.,605.12,DEBIT,Groceries
2025-08-09,Croma Electronics,1992.06,DEBIT,Shopping
2025-08-09,Flipkart order,199.81,DEBIT,Shopping
2025-08-09,Swiggy order,160.07,DEBIT,Take-out
2025-08-10,Nature's Basket,599.60,DEBIT,Groceries
2025-08-10,DMart Andheri West,298.16,DEBIT,Groceries
2025-08-10,Decathlon Powai,449.97,DEBIT,Shopping
2025-08-10,Amazon.in order,1054.34,DEBIT,Shopping
2025-08-10,Starbucks Powai,205.67,DEBIT,Take-out
2025-08-10,Swiggy order,236.90,DEBIT,Take-out
2025-08-11,Reliance Fresh,229.18,DEBIT,Groceries
2025-08-11,BigBasket order,264.97,DEBIT,Groceries
2025-08-11,Croma Electronics,1042.44,DEBIT,Shopping
2025-08-11,Dominos Pizza,384.49,DEBIT,Take-out
2025-08-11,Behrouz Biryani,411.67,DEBIT,Take-out
2025-08-11,Ola Cabs,374.32,DEBIT,Transport
2025-08-11,Mahanagar Gas bill,420.81,DEBIT,Utilities
2025-08-11,Water tax payment,486.20,DEBIT,Utilities
2025-08-11,Mahanagar Gas bill,290.63,DEBIT,Utilities
2025-08-12,Nature's Basket,361.46,DEBIT,Groceries
2025-08-12,More Supermarket,283.72,DEBIT,Groceries
2025-08-12,Fresh Fruits & Veg Co.,339.95,DEBIT,Groceries
2025-08-12,Flipkart order,943.02,DEBIT,Shopping
2025-08-12,Dominos Pizza,437.00,DEBIT,Take-out
2025-08-12,Starbucks Powai,267.80,DEBIT,Take-out
2025-08-12,Starbucks Powai,210.31,DEBIT,Take-out
2025-08-12,Mahanagar Gas bill,599.81,DEBIT,Utilities
2025-08-12,Jio postpaid bill,494.44,DEBIT,Utilities
2025-08-13,More Supermarket,311.34,DEBIT,Groceries
2025-08-13,Zomato order,268.66,DEBIT,Take-out
2025-08-13,Indian Oil fuel,370.80,DEBIT,Transport
2025-08-13,Mahanagar Gas bill,352.20,DEBIT,Utilities
2025-08-13,Airtel Fibre broadband,646.37,DEBIT,Utilities
2025-08-14,PVR Cinemas,208.61,DEBIT,Entertainment
2025-08-14,Nature's Basket,414.88,DEBIT,Groceries
2025-08-14,Fresh Fruits & Veg Co.,456.26,DEBIT,Groceries
2025-08-14,Flipkart order,1014.13,DEBIT,Shopping
2025-08-14,Zomato order,278.53,DEBIT,Take-out
2025-08-14,Mumbai Metro recharge,222.00,DEBIT,Transport
2025-08-14,HP Petrol Pump,150.07,DEBIT,Transport
2025-08-14,MSEB electricity bill,658.96,DEBIT,Utilities
2025-08-15,IKEA Navi Mumbai,2115.94,DEBIT,Shopping
2025-08-15,Flipkart order,1178.80,DEBIT,Shopping
2025-08-15,Dominos Pizza,292.86,DEBIT,Take-out
2025-08-15,Zomato order,313.32,DEBIT,Take-out
2025-08-15,CityFlo monthly pass,226.32,DEBIT,Transport
2025-08-15,Water tax payment,761.85,DEBIT,Utilities
2025-08-15,Water tax payment,994.19,DEBIT,Utilities
2025-08-16,Reliance Fresh,658.60,DEBIT,Groceries
2025-08-16,Zomato order,121.23,DEBIT,Take-out
2025-08-16,Behrouz Biryani,179.98,DEBIT,Take-out
2025-08-16,Uber ride,220.01,DEBIT,Transport
2025-08-16,Airtel Fibre broadband,578.57,DEBIT,Utilities
2025-08-17,DMart Andheri West,941.51,DEBIT,Groceries
2025-08-17,Nature's Basket,348.32,DEBIT,Groceries
2025-08-17,Decathlon Powai,1163.73,DEBIT,Shopping
2025-08-17,CityFlo monthly pass,323.83,DEBIT,Transport
2025-08-17,Airtel Fibre broadband,322.82,DEBIT,Utilities
2025-08-18,DMart Andheri West,974.60,DEBIT,Groceries
2025-08-18,Flipkart order,948.73,DEBIT,Shopping
2025-08-18,Ola Cabs,318.55,DEBIT,Transport
2025-08-18,MSEB electricity bill,256.56,DEBIT,Utilities
2025-08-18,MSEB electricity bill,1029.15,DEBIT,Utilities
2025-08-18,Jio postpaid bill,324.72,DEBIT,Utilities
2025-08-19,Nature's Basket,664.85,DEBIT,Groceries
2025-08-19,Fresh Fruits & Veg Co.,332.13,DEBIT,Groceries
2025-08-19,Croma Electronics,1848.95,DEBIT,Shopping
2025-08-19,Cafe Coffee Day,137.86,DEBIT,Take-out
2025-08-19,Zomato order,158.58,DEBIT,Take-out
2025-08-19,Starbucks Powai,503.41,DEBIT,Take-out
2025-08-19,Indian Oil fuel,338.65,DEBIT,Transport
2025-08-20,BigBasket order,781.30,DEBIT,Groceries
2025-08-20,Myntra order,2170.42,DEBIT,Shopping
2025-08-20,Dominos Pizza,358.14,DEBIT,Take-out
2025-08-20,Behrouz Biryani,373.21,DEBIT,Take-out
2025-08-20,Zomato order,171.34,DEBIT,Take-out
2025-08-21,BookMyShow tickets,423.16,DEBIT,Entertainment
2025-08-21,PVR Cinemas,279.43,DEBIT,Entertainment
2025-08-21,DMart Andheri West,258.14,DEBIT,Groceries
2025-08-21,HP Petrol Pump,224.39,DEBIT,Transport
2025-08-21,Uber ride,179.67,DEBIT,Transport
2025-08-22,BigBasket order,186.87,DEBIT,Groceries
2025-08-22,IKEA Navi Mumbai,830.49,DEBIT,Shopping
2025-08-22,Croma Electronics,1258.65,DEBIT,Shopping
2025-08-22,Myntra order,1045.14,DEBIT,Shopping
2025-08-22,Croma Electronics,686.42,DEBIT,Shopping
2025-08-22,Behrouz Biryani,422.35,DEBIT,Take-out
2025-08-22,Uber ride,174.03,DEBIT,Transport
2025-08-23,Netflix subscription,533.46,DEBIT,Entertainment
2025-08-23,PVR Cinemas,226.67,DEBIT,Entertainment
2025-08-23,Steam games purchase,458.70,DEBIT,Entertainment
2025-08-23,BigBasket order,277.61,DEBIT,Groceries
2025-08-23,More Supermarket,734.48,DEBIT,Groceries
2025-08-23,Myntra order,656.13,DEBIT,Shopping
2025-08-23,Mumbai Metro recharge,272.87,DEBIT,Transport
2025-08-23,MSEB electricity bill,438.24,DEBIT,Utilities
2025-08-24,More Supermarket,314.88,DEBIT,Groceries
2025-08-24,More Supermarket,747.01,DEBIT,Groceries
2025-08-24,Cafe Coffee Day,321.53,DEBIT,Take-out
2025-08-24,Swiggy order,621.61,DEBIT,Take-out
2025-08-24,HP Petrol Pump,204.91,DEBIT,Transport
2025-08-24,HP Petrol Pump,270.66,DEBIT,Transport
2025-08-25,PVR Cinemas,451.29,DEBIT,Entertainment
2025-08-25,BookMyShow tickets,327.40,DEBIT,Entertainment
2025-08-25,DMart Andheri West,731.30,DEBIT,Groceries
2025-08-25,DMart Andheri West,554.84,DEBIT,Groceries
2025-08-25,Zomato order,354.87,DEBIT,Take-out
2025-08-25,Mumbai Metro recharge,160.62,DEBIT,Transport
2025-08-25,Uber ride,486.60,DEBIT,Transport
2025-08-25,Ola Cabs,127.90,DEBIT,Transport
2025-08-25,MSEB electricity bill,436.93,DEBIT,Utilities
2025-08-26,BigBasket order,736.53,DEBIT,Groceries
2025-08-26,Nature's Basket,362.88,DEBIT,Groceries
2025-08-26,Decathlon Powai,1660.38,DEBIT,Shopping
2025-08-26,Flipkart order,1296.19,DEBIT,Shopping
2025-08-26,Starbucks Powai,383.12,DEBIT,Take-out
2025-08-26,Behrouz Biryani,278.12,DEBIT,Take-out
2025-08-26,Uber ride,327.88,DEBIT,Transport
2025-08-26,CityFlo monthly pass,218.94,DEBIT,Transport
2025-08-27,Nature's Basket,1006.30,DEBIT,Groceries
2025-08-27,Decathlon Powai,2010.04,DEBIT,Shopping
2025-08-27,Behrouz Biryani,513.00,DEBIT,Take-out
2025-08-27,Behrouz Biryani,172.16,DEBIT,Take-out
2025-08-27,Swiggy order,190.39,DEBIT,Take-out
2025-08-27,HP Petrol Pump,303.17,DEBIT,Transport
2025-08-28,Steam games purchase,238.56,DEBIT,Entertainment
2025-08-28,Fresh Fruits & Veg Co.,349.83,DEBIT,Groceries
2025-08-28,DMart Andheri West,365.18,DEBIT,Groceries
2025-08-28,DMart Andheri West,625.64,DEBIT,Groceries
2025-08-28,Dominos Pizza,236.25,DEBIT,Take-out
2025-08-28,MSEB electricity bill,469.94,DEBIT,Utilities
2025-08-29,Steam games purchase,219.65,DEBIT,Entertainment
2025-08-29,Nature's Basket,930.39,DEBIT,Groceries
2025-08-29,Zomato order,137.53,DEBIT,Take-out
2025-08-29,Zomato order,286.69,DEBIT,Take-out
2025-08-29,CityFlo monthly pass,236.85,DEBIT,Transport
2025-08-29,HP Petrol Pump,241.44,DEBIT,Transport
2025-08-29,Mahanagar Gas bill,381.47,DEBIT,Utilities
2025-08-29,Mahanagar Gas bill,594.45,DEBIT,Utilities
2025-08-30,BookMyShow tickets,110.77,DEBIT,Entertainment
2025-08-30,Steam games purchase,343.50,DEBIT,Entertainment
2025-08-30,More Supermarket,458.99,DEBIT,Groceries
2025-08-30,Amazon.in order,1183.42,DEBIT,Shopping
2025-08-30,CityFlo monthly pass,237.14,DEBIT,Transport
2025-08-30,Uber ride,211.00,DEBIT,Transport
2025-08-30,Jio postpaid bill,565.74,DEBIT,Utilities
2025-08-31,DMart Andheri West,675.32,DEBIT,Groceries
2025-08-31,Reliance Fresh,607.12,DEBIT,Groceries
2025-08-31,Nature's Basket,537.77,DEBIT,Groceries
2025-08-31,Nature's Basket,220.26,DEBIT,Groceries
2025-08-31,Salary credited from Cyphersol Technologies,172000.00,CREDIT,Salary
2025-08-31,Amazon.in order,1577.59,DEBIT,Shopping
2025-09-01,BookMyShow tickets,782.20,DEBIT,Entertainment
2025-09-01,Fresh Fruits & Veg Co.,844.04,DEBIT,Groceries
2025-09-01,BigBasket order,490.64,DEBIT,Groceries
2025-09-01,Nature's Basket,531.59,DEBIT,Groceries
2025-09-01,Reliance Fresh,312.11,DEBIT,Groceries
2025-09-01,House rent transfer to landlord,24000.00,DEBIT,Rent
2025-09-01,Dominos Pizza,521.13,DEBIT,Take-out
2025-09-01,HP Petrol Pump,410.56,DEBIT,Transport
2025-09-01,Mumbai Metro recharge,141.11,DEBIT,Transport
2025-09-01,Water tax payment,507.76,DEBIT,Utilities
2025-09-02,BookMyShow tickets,188.57,DEBIT,Entertainment
2025-09-02,Reliance Fresh,594.57,DEBIT,Groceries
2025-09-02,Fresh Fruits & Veg Co.,385.44,DEBIT,Groceries
2025-09-02,Myntra order,1587.93,DEBIT,Shopping
2025-09-02,Decathlon Powai,282.87,DEBIT,Shopping
2025-09-02,Dominos Pizza,349.72,DEBIT,Take-out
2025-09-02,Airtel Fibre broadband,313.10,DEBIT,Utilities
2025-09-03,Spotify Premium,351.60,DEBIT,Entertainment
2025-09-03,Reliance Fresh,477.26,DEBIT,Groceries
2025-09-03,DMart Andheri West,904.86,DEBIT,Groceries
2025-09-03,Dominos Pizza,206.95,DEBIT,Take-out
2025-09-03,CityFlo monthly pass,372.61,DEBIT,Transport
2025-09-03,CityFlo monthly pass,124.87,DEBIT,Transport
2025-09-03,Indian Oil fuel,286.35,DEBIT,Transport
2025-09-03,Water tax payment,562.25,DEBIT,Utilities
2025-09-03,Mahanagar Gas bill,866.08,DEBIT,Utilities
2025-09-04,BigBasket order,280.51,DEBIT,Groceries
2025-09-04,More Supermarket,400.29,DEBIT,Groceries
2025-09-04,Reliance Fresh,184.72,DEBIT,Groceries
2025-09-04,IKEA Navi Mumbai,774.17,DEBIT,Shopping
2025-09-04,Flipkart order,703.84,DEBIT,Shopping
2025-09-04,Starbucks Powai,406.52,DEBIT,Take-out
2025-09-04,Zomato order,221.74,DEBIT,Take-out
2025-09-04,Starbucks Powai,203.19,DEBIT,Take-out
2025-09-04,Ola Cabs,482.43,DEBIT,Transport
2025-09-05,BookMyShow tickets,742.82,DEBIT,Entertainment
2025-09-05,Netflix subscription,175.67,DEBIT,Entertainment
2025-09-05,DMart Andheri West,343.32,DEBIT,Groceries
2025-09-05,HDFC Home Loan EMI,12500.00,DEBIT,Loan-Payments
2025-09-05,Flipkart order,1966.09,DEBIT,Shopping
2025-09-05,Zomato order,90.54,DEBIT,Take-out
2025-09-06,BookMyShow tickets,364.56,DEBIT,Entertainment
2025-09-06,Reliance Fresh,454.18,DEBIT,Groceries
2025-09-06,Myntra order,1359.10,DEBIT,Shopping
2025-09-06,Zomato order,291.16,DEBIT,Take-out
2025-09-06,Behrouz Biryani,350.01,DEBIT,Take-out
2025-09-06,Uber ride,212.14,DEBIT,Transport
2025-09-06,Ola Cabs,243.56,DEBIT,Transport
2025-09-06,CityFlo monthly pass,223.87,DEBIT,Transport
2025-09-07,PVR Cinemas,427.46,DEBIT,Entertainment
2025-09-07,More Supermarket,400.16,DEBIT,Groceries
2025-09-07,Credit Card bill payment,6800.00,DEBIT,Loan-Payments
2025-09-07,Starbucks Powai,333.54,DEBIT,Take-out
2025-09-07,Dominos Pizza,472.28,DEBIT,Take-out
2025-09-07,HP Petrol Pump,364.94,DEBIT,Transport
2025-09-07,Mahanagar Gas bill,854.48,DEBIT,Utilities
2025-09-07,Jio postpaid bill,365.15,DEBIT,Utilities
2025-09-07,Mahanagar Gas bill,232.39,DEBIT,Utilities
2025-09-08,PVR Cinemas,350.58,DEBIT,Entertainment
2025-09-08,Spotify Premium,459.39,DEBIT,Entertainment
2025-09-08,Fresh Fruits & Veg Co.,360.58,DEBIT,Groceries
2025-09-08,Fresh Fruits & Veg Co.,1151.44,DEBIT,Groceries
2025-09-08,Swiggy order,193.45,DEBIT,Take-out
2025-09-08,Starbucks Powai,186.92,DEBIT,Take-out
2025-09-08,Behrouz Biryani,298.64,DEBIT,Take-out
2025-09-08,Jio postpaid bill,482.18,DEBIT,Utilities
2025-09-08,Jio postpaid bill,427.47,DEBIT,Utilities
2025-09-09,PVR Cinemas,386.76,DEBIT,Entertainment
2025-09-09,Dominos Pizza,340.32,DEBIT,Take-out
2025-09-09,Mumbai Metro recharge,99.71,DEBIT,Transport
2025-09-09,Ola Cabs,250.91,DEBIT,Transport
2025-09-09,Uber ride,169.92,DEBIT,Transport
2025-09-09,Mahanagar Gas bill,856.92,DEBIT,Utilities
2025-09-10,BigBasket order,501.24,DEBIT,Groceries
2025-09-10,More Supermarket,895.68,DEBIT,Groceries
2025-09-10,Flipkart order,1699.98,DEBIT,Shopping
2025-09-10,Cafe Coffee Day,177.12,DEBIT,Take-out
2025-09-10,Dominos Pizza,212.46,DEBIT,Take-out
2025-09-10,Swiggy order,377.44,DEBIT,Take-out
2025-09-10,Indian Oil fuel,149.71,DEBIT,Transport
2025-09-10,Water tax payment,478.97,DEBIT,Utilities
2025-09-11,BigBasket order,643.57,DEBIT,Groceries
2025-09-11,Nature's Basket,330.92,DEBIT,Groceries
2025-09-11,Fresh Fruits & Veg Co.,429.01,DEBIT,Groceries
2025-09-11,Nature's Basket,470.77,DEBIT,Groceries
2025-09-11,Nature's Basket,285.55,DEBIT,Groceries
2025-09-11,Cafe Coffee Day,277.51,DEBIT,Take-out
2025-09-11,HP Petrol Pump,211.86,DEBIT,Transport
2025-09-11,Airtel Fibre broadband,520.69,DEBIT,Utilities
2025-09-12,Steam games purchase,844.97,DEBIT,Entertainment
2025-09-12,BookMyShow tickets,114.40,DEBIT,Entertainment
2025-09-12,More Supermarket,850.06,DEBIT,Groceries
2025-09-12,Reliance Fresh,403.17,DEBIT,Groceries
2025-09-12,Flipkart order,315.91,DEBIT,Shopping
2025-09-12,Dominos Pizza,548.31,DEBIT,Take-out
2025-09-12,Zomato order,406.65,DEBIT,Take-out
2025-09-12,Zomato order,535.49,DEBIT,Take-out
2025-09-12,Ola Cabs,163.38,DEBIT,Transport
2025-09-13,More Supermarket,213.61,DEBIT,Groceries
2025-09-13,Reliance Fresh,636.78,DEBIT,Groceries
2025-09-13,Dominos Pizza,507.81,DEBIT,Take-out
2025-09-13,Uber ride,196.14,DEBIT,Transport
2025-09-13,Indian Oil fuel,323.26,DEBIT,Transport
2025-09-14,Nature's Basket,519.35,DEBIT,Groceries
2025-09-14,Fresh Fruits & Veg Co.,282.02,DEBIT,Groceries
2025-09-14,Reliance Fresh,215.21,DEBIT,Groceries
2025-09-14,Dominos Pizza,207.66,DEBIT,Take-out
2025-09-14,Cafe Coffee Day,185.13,DEBIT,Take-out
2025-09-14,Mumbai Metro recharge,428.23,DEBIT,Transport
2025-09-15,BookMyShow tickets,265.53,DEBIT,Entertainment
2025-09-15,BigBasket order,272.00,DEBIT,Groceries
2025-09-15,Decathlon Powai,1157.75,DEBIT,Shopping
2025-09-15,Amazon.in order,1874.23,DEBIT,Shopping
2025-09-15,MSEB electricity bill,795.81,DEBIT,Utilities
2025-09-16,DMart Andheri West,514.77,DEBIT,Groceries
2025-09-16,DMart Andheri West,532.47,DEBIT,Groceries
2025-09-16,Croma Electronics,1845.85,DEBIT,Shopping
2025-09-16,IKEA Navi Mumbai,1062.81,DEBIT,Shopping
2025-09-16,Dominos Pizza,214.00,DEBIT,Take-out
2025-09-16,Swiggy order,177.17,DEBIT,Take-out
2025-09-16,Behrouz Biryani,193.07,DEBIT,Take-out
2025-09-16,Mumbai Metro recharge,384.15,DEBIT,Transport
2025-09-16,Airtel Fibre broadband,194.42,DEBIT,Utilities
2025-09-17,Spotify Premium,706.17,DEBIT,Entertainment
2025-09-17,BigBasket order,571.36,DEBIT,Groceries
2025-09-17,Starbucks Powai,242.39,DEBIT,Take-out
2025-09-17,Ola Cabs,150.30,DEBIT,Transport
2025-09-17,Jio postpaid bill,297.70,DEBIT,Utilities
2025-09-17,Water tax payment,422.19,DEBIT,Utilities
2025-09-17,Mahanagar Gas bill,252.22,DEBIT,Utilities
2025-09-18,Steam games purchase,149.85,DEBIT,Entertainment
2025-09-18,Reliance Fresh,342.81,DEBIT,Groceries
2025-09-18,DMart Andheri West,405.10,DEBIT,Groceries
2025-09-18,Zomato order,143.11,DEBIT,Take-out
2025-09-18,Mumbai Metro recharge,359.34,DEBIT,Transport
2025-09-18,Ola Cabs,83.07,DEBIT,Transport
2025-09-18,Jio postpaid bill,373.74,DEBIT,Utilities
2025-09-18,Water tax payment,428.04,DEBIT,Utilities
2025-09-19,BigBasket order,684.94,DEBIT,Groceries
2025-09-19,Fresh Fruits & Veg Co.,660.63,DEBIT,Groceries
2025-09-19,Fresh Fruits & Veg Co.,596.72,DEBIT,Groceries
2025-09-19,Myntra order,1578.63,DEBIT,Shopping
2025-09-19,Flipkart order,1937.47,DEBIT,Shopping
2025-09-19,Swiggy order,321.79,DEBIT,Take-out
2025-09-19,Swiggy order,485.28,DEBIT,Take-out
2025-09-20,Nature's Basket,296.21,DEBIT,Groceries
2025-09-20,DMart Andheri West,392.72,DEBIT,Groceries
2025-09-20,Dominos Pizza,209.41,DEBIT,Take-out
2025-09-20,Behrouz Biryani,353.83,DEBIT,Take-out
2025-09-20,Mumbai Metro recharge,356.75,DEBIT,Transport
2025-09-21,Spotify Premium,523.10,DEBIT,Entertainment
2025-09-21,Steam games purchase,253.96,DEBIT,Entertainment
2025-09-21,BigBasket order,733.46,DEBIT,Groceries
2025-09-21,Reliance Fresh,942.73,DEBIT,Groceries
2025-09-21,Dominos Pizza,137.69,DEBIT,Take-out
2025-09-21,Swiggy order,146.58,DEBIT,Take-out
2025-09-22,BigBasket order,645.28,DEBIT,Groceries
2025-09-22,DMart Andheri West,252.51,DEBIT,Groceries
2025-09-22,Reliance Fresh,825.49,DEBIT,Groceries
2025-09-22,Flipkart order,738.01,DEBIT,Shopping
2025-09-22,Croma Electronics,844.70,DEBIT,Shopping
2025-09-22,Zomato order,383.72,DEBIT,Take-out
2025-09-22,Dominos Pizza,319.42,DEBIT,Take-out
2025-09-22,Ola Cabs,360.02,DEBIT,Transport
2025-09-22,Airtel Fibre broadband,471.64,DEBIT,Utilities
2025-09-23,Reliance Fresh,244.16,DEBIT,Groceries
2025-09-23,Starbucks Powai,309.80,DEBIT,Take-out
2025-09-23,Cafe Coffee Day,282.83,DEBIT,Take-out
2025-09-23,Zomato order,210.99,DEBIT,Take-out
2025-09-23,Swiggy order,182.45,DEBIT,Take-out
2025-09-23,Dominos Pizza,187.51,DEBIT,Take-out
2025-09-23,Jio postpaid bill,458.82,DEBIT,Utilities
2025-09-23,Airtel Fibre broadband,537.89,DEBIT,Utilities
2025-09-23,Water tax payment,450.33,DEBIT,Utilities
2025-09-24,More Supermarket,986.21,DEBIT,Groceries
2025-09-24,Behrouz Biryani,201.16,DEBIT,Take-out
2025-09-24,Mumbai Metro recharge,102.46,DEBIT,Transport
2025-09-24,MSEB electricity bill,750.41,DEBIT,Utilities
2025-09-24,MSEB electricity bill,927.75,DEBIT,Utilities
2025-09-25,Nature's Basket,359.69,DEBIT,Groceries
2025-09-25,Reliance Fresh,487.31,DEBIT,Groceries
2025-09-25,Myntra order,1574.48,DEBIT,Shopping
2025-09-25,Decathlon Powai,185.29,DEBIT,Shopping
2025-09-25,Cafe Coffee Day,196.21,DEBIT,Take-out
2025-09-25,Zomato order,188.12,DEBIT,Take-out
2025-09-25,Uber ride,125.58,DEBIT,Transport
2025-09-26,Spotify Premium,688.02,DEBIT,Entertainment
2025-09-26,More Supermarket,420.30,DEBIT,Groceries
2025-09-26,DMart Andheri West,331.09,DEBIT,Groceries
2025-09-26,Behrouz Biryani,118.01,DEBIT,Take-out
2025-09-26,Dominos Pizza,205.80,DEBIT,Take-out
2025-09-26,Starbucks Powai,377.53,DEBIT,Take-out
2025-09-26,Indian Oil fuel,227.25,DEBIT,Transport
2025-09-26,Water tax payment,724.80,DEBIT,Utilities
2025-09-26,MSEB electricity bill,598.45,DEBIT,Utilities
2025-09-27,Nature's Basket,467.20,DEBIT,Groceries
2025-09-27,Fresh Fruits & Veg Co.,222.27,DEBIT,Groceries
2025-09-27,DMart Andheri West,926.26,DEBIT,Groceries
2025-09-27,Cafe Coffee Day,289.78,DEBIT,Take-out
2025-09-27,Zomato order,335.35,DEBIT,Take-out
2025-09-27,Swiggy order,232.26,DEBIT,Take-out
2025-09-27,Mumbai Metro recharge,95.86,DEBIT,Transport
2025-09-27,Mumbai Metro recharge,276.52,DEBIT,Transport
2025-09-28,Spotify Premium,266.74,DEBIT,Entertainment
2025-09-28,Amazon.in order,2457.12,DEBIT,Shopping
2025-09-28,Amazon.in order,1223.55,DEBIT,Shopping
2025-09-28,Myntra order,725.85,DEBIT,Shopping
2025-09-28,Croma Electronics,1291.35,DEBIT,Shopping
2025-09-28,Zomato order,237.54,DEBIT,Take-out
2025-09-28,Swiggy order,359.75,DEBIT,Take-out
2025-09-28,Uber ride,198.08,DEBIT,Transport
2025-09-29,BigBasket order,298.01,DEBIT,Groceries
2025-09-29,Flipkart order,714.09,DEBIT,Shopping
2025-09-29,IKEA Navi Mumbai,2041.91,DEBIT,Shopping
2025-09-29,Behrouz Biryani,197.62,DEBIT,Take-out
2025-09-29,CityFlo monthly pass,447.20,DEBIT,Transport
2025-09-29,Uber ride,264.80,DEBIT,Transport
2025-09-30,Steam games purchase,542.27,DEBIT,Entertainment
2025-09-30,Reliance Fresh,586.69,DEBIT,Groceries
